outward,easting,northing,lat,lon,demand
LA23,340735,498629,54.379704,-2.913938,125.71539559372809
LA3,341333,463908,54.067767,-2.897929,125.96998787132547
LA4,346313,454639,53.985019,-2.820197,123.06383013533573
LA5,353029,467598,54.102126,-2.719795,124.43511461652695
LA6,358800,468102,54.10716,-2.631629,72.09781632988158
LA63,376616,478936,54.205642,-2.359999,94.98968440800152
LA7,350708,481460,54.226487,-2.757575,62.91540462305619
LA8,350261,495288,54.350704,-2.766734,95.37257127190952
LA9,355514,490393,54.3072,-2.685186,54.177869989107585
LD1,307888,264396,52.269992,-3.351294,68.44060156241181
LD2,305494,250174,52.141759,-3.382394,123.20705758410308
LD3,311113,228908,51.951542,-3.29478,252.79110484869594
LD4,294166,247965,52.119853,-3.54718,83.5179243676854
LD5,286910,250710,52.143084,-3.654027,106.00712276499766
LD6,304448,279558,52.40567,-3.406006,97.55649593190661
LD7,325781,273208,52.351911,-3.091077,86.34316408027962
LD8,326955,263000,52.26031,-3.071622,121.59067363424208
LE1,460788,302969,52.621113,-1.103484,138.72336840577995
LE10,441884,295090,52.552073,-1.383695,151.38350834142804
LE11,455009,319418,52.769591,-1.186095,135.49130041618608
LE12,453694,318487,52.761347,-1.205745,117.34966682976233
LE13,482577,319654,52.768207,-0.777511,241.5977244880155
LE14,472788,318663,52.760704,-0.922801,124.32358798317304
LE15,483376,309891,52.680338,-0.76815,105.41048769011077
LE16,476487,287651,52.481455,-0.875155,122.42648510718273
LE17,455024,296381,52.56251,-1.189712,77.69235039154563
LE18,460697,299140,52.586712,-1.105529,112.59286767667982
LE19,453741,298597,52.582558,-1.208278,116.76796173361798
LE2,458063,301008,52.603782,-1.144076,112.13933877973325
LE3,455744,305988,52.64879,-1.177477,128.96827793096105
LE4,458882,307563,52.662621,-1.130816,152.31137985588592
LE42,458160,307480,52.661947,-1.141515,144.88723004136043
LE5,460192,306616,52.653965,-1.111623,80.03112806737883
LE56,443088,316392,52.743461,-1.363176,74.6804387580538
LE6,457486,299849,52.593428,-1.15279,102.96295241670381
LE65,436269,317410,52.753115,-1.464059,137.31407078868426
LE67,443169,314413,52.725674,-1.362232,65.1708352048966
LE7,463195,307975,52.665839,-1.066975,126.88671373341633
LE8,463102,296522,52.562905,-1.070527,64.97409220092075
LE9,448383,300269,52.598091,-1.287108,106.03257812974154
LL11,329207,352938,53.068988,-3.057991,79.26388668965387
LL12,342438,351275,53.055632,-2.860252,138.92635151213034
LL13,335598,348269,53.027838,-2.961682,61.24703722224791
LL14,332663,345734,53.004692,-3.004912,200.82175207960006
LL15,311864,357255,53.105202,-3.317941,130.74159331534068
LL16,305162,386540,53.367212,-3.426737,149.25016354684425
LL17,305048,374289,53.257101,-3.42479,112.8316667975918
LL18,302624,380256,53.31028,-3.462937,95.52826194734229
LL19,322180,372793,53.24645,-3.167675,109.24203822140086
LL20,325719,339418,52.946999,-3.106916,177.58886166869766
LL21,306571,342750,52.973955,-3.392778,76.09913676768232
LL22,294510,374929,53.260861,-3.582905,122.40802763590504
LL23,300668,339287,52.94177,-3.479581,84.36377959033132
LL24,304786,359427,53.1235,-3.424272,82.92256576196792
LL25,274067,352742,53.057066,-3.880478,102.22182795244197
LL26,279860,361464,53.136762,-3.797353,112.75920832363317
LL27,279386,361613,53.137996,-3.804481,97.0243092388863
LL28,280438,373935,53.248939,-3.793384,91.43219957753708
LL29,284162,377042,53.277683,-3.73873,113.67658678732113
LL30,279284,381036,53.312474,-3.81337,110.3575811424605
LL31,281799,378271,53.288206,-3.774601,51.36659117007483
LL32,274458,370316,53.215048,-3.881522,70.5185234656054
LL33,266309,373682,53.243295,-4.004895,109.75239272544609
LL34,299064,378113,53.290355,-3.515675,130.39876650985408
LL35,261136,296095,52.544967,-4.049212,127.58032635667975
LL36,259360,301890,52.596571,-4.077849,53.28777189086783
LL37,258936,309552,52.665291,-4.087379,101.54517119260491
LL38,285334,324213,52.803262,-3.702351,105.2671057317484
LL39,264184,314524,52.7113,-4.011882,107.28530501135099
LL40,295037,305871,52.640413,-3.552618,84.16719857693722
LL41,317217,354392,53.080329,-3.237261,137.49496525362088
LL42,261579,316774,52.730858,-4.051362,122.49072226284478
LL43,258914,321549,52.773065,-4.092848,96.57720652574882
LL44,258750,323301,52.788764,-4.096031,67.33778415209092
LL45,258530,327434,52.825828,-4.101093,80.7796628794841
LL46,258041,330436,52.852672,-4.109651,99.67947075945993
LL47,261714,336592,52.908926,-4.057753,97.0736184765295
LL48,259737,337833,52.919568,-4.087669,105.59573357725074
LL49,256649,338958,52.928854,-4.134069,83.29483282352356
LL51,250094,344150,52.973698,-4.233911,60.530747771182746
LL52,249965,338048,52.918851,-4.233,144.40168115605567
LL53,246869,334363,52.884884,-4.277277,152.8516765633329
LL54,245524,351977,53.042705,-4.305655,123.5863923151079
LL55,259058,357839,53.099107,-4.106496,166.96265723881046
LL56,252234,367320,53.182415,-4.212707,109.59298837781759
LL57,258883,370363,53.211561,-4.114637,94.88370509160671
LL58,260028,376152,53.26386,-4.10005,87.74313188246943
LL59,256121,373185,53.236165,-4.15724,118.76873226179971
LL6,250640,374008,53.242042,-4.239683,95.72045799223486
LL60,250194,371242,53.217078,-4.245051,83.52836089429773
LL61,247360,368873,53.19499,-4.286325,74.15651990279514
LL62,240190,370252,53.205266,-4.394243,105.31778644486398
LL63,234430,373320,53.231054,-4.482002,90.99067958154143
LL64,229501,283770,52.425282,-4.508976,127.67668040523439
LL65,252336,361652,53.131534,-4.208569,186.61328472657203
LL66,238780,391508,53.395733,-4.426146,130.72092925103183
LL67,236444,393500,53.412903,-4.462276,92.21471024714505
LL68,242955,392244,53.403605,-4.363773,64.83788103219288
LL69,246220,389976,53.384195,-4.313608,88.58296303537581
LL70,246865,387562,53.362707,-4.302749,86.08052876147727
LL71,241888,384216,53.331184,-4.375799,78.20754974419323
LL72,250900,385952,53.349395,-4.241403,140.94093198371962
LL73,251232,384672,53.337991,-4.235818,82.84414961976164
LL74,251704,382816,53.321453,-4.227865,105.76191381075071
LL75,252240,377508,53.273927,-4.217353,98.98360368007889
LL76,251424,380600,53.301471,-4.231027,111.3340908942924
LL77,245896,377426,53.27139,-4.312368,90.85549250196601
LL78,249665,381907,53.312716,-4.25802,132.53625359795063
LL9,280040,304220,52.622464,-3.773548,93.66538016654656
LN1,494784,374465,53.258763,-0.58059,104.96765621945625
LN10,519342,364059,53.16032,-0.216501,126.45567746126657
LN11,532754,388943,53.380694,-0.005664,77.33657924489698
LN12,542728,389164,53.380078,0.144272,112.41035968931934
LN13,544953,376766,53.268115,0.172043,85.02490647541524
LN2,500092,376729,53.27813,-0.500338,80.42075631548013
LN3,501873,374133,53.254466,-0.47446,179.81096463343908
LN4,498994,356560,53.097101,-0.523035,120.05468186497757
LN5,497814,366770,53.189059,-0.537529,72.33581885125447
LN6,489705,366192,53.1853,-0.659027,90.21792314630606
LN7,507776,400824,53.493121,-0.376926,137.13961544343684
LN8,508544,389863,53.394481,-0.36913,88.12644594315606
LN9,525867,371583,53.226414,-0.116012,103.64759971113332
LS08,433376,436528,53.823973,-1.494465,68.0749829818028
LS1,430441,430904,53.77361,-1.539599,132.6430420908345
LS10,431317,430790,53.772533,-1.526315,57.672293003724796
LS11,428358,435752,53.817304,-1.570759,121.18212887204609
LS12,422802,430932,53.774248,-1.655495,97.40835965198237
LS13,425024,434874,53.809575,-1.621463,113.21981269705009
LS14,436081,438068,53.83764,-1.453191,96.73741052335913
LS15,443767,436111,53.819458,-1.336669,59.07709588541292
LS16,425436,436487,53.824058,-1.615071,114.39332415744137
LS17,431533,441299,53.866973,-1.521964,167.8738511762653
LS18,424760,437918,53.836946,-1.625222,201.0104223421196
LS19,421487,442206,53.875636,-1.674671,88.85570899157334
LS2,429802,434242,53.803647,-1.548968,65.01657454182417
LS20,418871,441810,53.872176,-1.714483,80.59759657863673
LS21,418195,439929,53.85529,-1.724867,140.73112681830173
LS22,441826,444507,53.89508,-1.365018,48.70680551383531
LS23,442984,445264,53.901789,-1.347284,79.6233317496033
LS24,443725,450679,53.950392,-1.335244,230.15570594606655
LS25,444454,426894,53.736572,-1.327558,129.60218190016192
LS26,436562,428475,53.751388,-1.447018,83.37742073901224
LS27,427108,428932,53.756071,-1.590343,114.68859437429175
LS28,421715,434653,53.807737,-1.671737,134.91568409377024
LS29,414504,440772,53.862985,-1.78094,119.58794281200855
LS3,428957,433561,53.797578,-1.561867,94.01838920865352
LS4,427625,435247,53.812803,-1.581935,180.29095993379673
LS5,425900,436097,53.820524,-1.608055,86.19419624980378
LS6,428333,435870,53.818362,-1.571117,97.36420465087228
LS7,431155,429608,53.761922,-1.528891,117.92106473993856
LS8,430698,432610,53.788927,-1.535532,84.28232642972871
LS9,428677,449265,53.938729,-1.564646,41.951838478241875
LU1,508213,220597,51.873473,-0.429518,70.16973803430295
LU2,510768,222856,51.89327,-0.391689,159.04544189551711
LU27,508944,223664,51.900887,-0.41794,182.97623700757094
LU28,510400,223832,51.90211,-0.396734,140.87635638758624
LU3,507668,225925,51.921461,-0.435764,137.86623291283453
LU4,506981,222682,51.892442,-0.44675,71.40935790322469
LU49,503032,226688,51.92919,-0.502931,150.7138028438173
LU5,490323,217807,51.851569,-0.690032,76.66155803688494
LU6,497355,223573,51.90222,-0.586332,128.76935989207854
LU6T,540776,187208,51.566183,0.029712,126.86350850258121
LU7,488268,223597,51.903947,-0.718372,171.6622875121695
LU74,492184,224168,51.90844,-0.661324,86.51474929644728
M1,384912,398499,53.483009,-2.22882,94.4967298943041
M10,400933,390908,53.414994,-1.987421,141.56038420265045
M11,388493,397982,53.478453,-2.174847,72.08939499819931
M12,386813,395676,53.457687,-2.200056,113.56355547068358
M13,385846,395888,53.459571,-2.214626,172.0469286428429
M13O,385520,394088,53.443376,-2.219463,81.72346330814375
M14,385984,396012,53.460689,-2.212554,68.37530157700891
M15,383429,396915,53.468725,-2.251092,82.8154958299544
M16,382346,395376,53.454858,-2.267308,126.66650247821264
M17,379683,399088,53.488132,-2.307654,69.1695301314096
M18,388755,396222,53.462646,-2.170823,97.83246245812809
M19,387444,393394,53.437197,-2.190458,74.99870805127766
M2,384017,398312,53.481304,-2.242294,125.54593307047011
M20,383179,390243,53.408749,-2.254487,57.71178838269546
M21,381813,393543,53.438367,-2.275237,81.8915419345587
M22,382733,388424,53.392384,-2.261097,66.38872883449861
m23,383256,387352,53.382763,-2.253188,117.0011489057185
M23,379519,389810,53.404731,-2.309515,90.28797623777727
M24,387883,405530,53.546283,-2.184322,150.35630371701038
M25,384954,402933,53.522868,-2.2284,104.2621995342755
M26,378101,407248,53.561403,-2.332073,158.63911001302472
M27,378042,401781,53.512264,-2.332571,60.359121170236705
M28,373613,401617,53.510587,-2.399349,105.78248463101217
M29,372900,396659,53.465992,-2.409676,132.33713472573714
M3,384045,395466,53.455726,-2.241733,87.31935754021269
M30,376015,399183,53.488824,-2.362946,123.6306305885411
M31,385784,393796,53.440763,-2.215464,82.39419258960099
M31A,449600,209240,51.779641,-1.282427,68.1060872985111
M32,379689,394955,53.450984,-2.307298,83.61450547248724
M33,379792,389714,53.40388,-2.305408,121.9142047484185
M34,392773,396531,53.465488,-2.110315,77.85575964007839
M34N,383432,398096,53.47934,-2.251109,106.11178609508627
M35,390030,401169,53.507134,-2.151788,98.99080700255676
M38,371710,404225,53.533931,-2.428284,119.81670515054319
M4,384716,398704,53.484847,-2.231791,103.11310846865771
M40,398136,391455,53.419915,-2.029498,66.07584592082748
M41,375671,394833,53.449716,-2.367786,66.01950253276215
M43,396496,404589,53.53796,-2.054326,82.42638295966269
M44,378831,401584,53.510528,-2.320672,67.73011460897168
M45,380939,405668,53.547317,-2.289122,110.6202723643777
M46,367394,403665,53.528645,-2.493335,75.12288068498765
M5,381483,398111,53.479418,-2.280467,61.61924366980565
M50,380512,397439,53.47334,-2.295068,139.57165620667053
M6,381593,400781,53.503419,-2.278976,115.35975205006315
M60,400690,393386,53.437276,-1.991067,76.13313513959383
M67P,377008,399728,53.493766,-2.348024,84.72933664754171
M6Y,381840,403280,53.525882,-2.275399,70.85357014694006
M7,382508,401462,53.50957,-2.26522,99.83742134804469
M73Q,382136,401584,53.510648,-2.270837,113.25871631484887
M74Y,380976,398672,53.484434,-2.288152,102.91518950488907
M8,383850,401500,53.509955,-2.244974,129.80259602432216
M85,385400,400624,53.502121,-2.221574,70.24604592120215
M9,386463,402778,53.521512,-2.205628,68.98451629229048
M90,390522,391371,53.419069,-2.144075,63.799835225612746
M97D,387192,402704,53.520863,-2.194645,62.02767268480286
M97E,386488,403224,53.52552,-2.205285,85.42637323854491
MA3,423672,163192,51.367299,-1.66134,119.3301186568013
ME1,576571,165654,51.362514,0.53491,82.52027726744247
ME10,586157,164613,51.350106,0.671906,132.5301225871006
ME11,591116,172257,51.417115,0.747149,130.25709780224915
ME12,596110,172004,51.41314,0.818729,187.1805650183766
ME13,602004,160383,51.30671,0.896778,112.34825714340579
ME14,570183,173656,51.436346,0.44709,129.04358468832524
ME15,575817,158640,51.299741,0.520632,124.18446448219342
ME16,574313,156080,51.277203,0.497839,101.8099680844672
ME17,566591,157938,51.296206,0.388101,97.64747346393173
ME18,568754,151744,51.239915,0.416167,77.08799885859166
ME19,560730,170623,51.411854,0.309837,63.17876365755721
ME2,568238,175691,51.455206,0.420095,41.086442272133574
ME20,572369,159104,51.304956,0.47145,67.24908024492989
ME3,572812,172934,51.429063,0.484518,138.89042875489338
ME4,567994,180792,51.501106,0.419013,87.79320737317579
ME5,576679,163978,51.347424,0.535634,72.27784077059573
ME6,570095,161565,51.327754,0.440029,77.8463613890939
ME7,575444,169021,51.393107,0.5204,78.47310997180529
ME8,579568,173034,51.427862,0.581648,108.32670790956152
ME9,584540,161232,51.320261,0.646971,99.12862079435826
MK1,487160,236525,52.020325,-0.731203,54.65018678081637
MK10,489398,238855,52.040911,-0.697986,46.42140908799558
MK11,445927,269155,52.318604,-1.32763,63.38495292929911
MK12,481624,240670,52.058422,-0.81087,177.84160387401275
MK13,484077,240230,52.054104,-0.775205,92.43939074270858
MK14,483501,247677,52.121128,-0.781793,97.57972575551996
MK15,479450,230877,51.970714,-0.844843,107.60430851135627
MK16,480802,261303,52.24401,-0.817968,127.28965138453265
MK17,488693,233172,51.989945,-0.709729,107.21227512193347
MK18,469285,227395,51.940769,-0.993484,139.58235788310125
MK19,470761,242539,52.076718,-0.968896,119.87748520699864
MK2,487775,233593,51.993875,-0.722998,139.10697757868488
MK25,501040,232344,51.980391,-0.530231,67.70654935574545
MK3,481655,231112,51.972502,-0.812699,89.16433800525606
MK31,508000,250928,52.146103,-0.423064,103.1512902863748
MK33,515256,254280,52.174762,-0.315935,111.51580053137653
MK4,484498,235565,52.012109,-0.770227,191.86261163139466
MK40,497753,261547,52.243454,-0.569701,128.2727604078508
MK41,507812,253324,52.16768,-0.425043,119.63043567203162
MK42,503238,253896,52.173697,-0.491722,111.54638479770793
MK43,497794,246650,52.109554,-0.573391,95.61888439542162
MK44,509294,255532,52.18723,-0.402677,77.90009350386154
MK45,505471,236969,52.021144,-0.464313,113.65549921357207
MK46,493496,251581,52.154622,-0.63478,48.60394045527176
MK5,484041,236791,52.023192,-0.776575,77.6273289492945
MK6,488960,238169,52.03482,-0.704549,179.84907078019768
MK7,489415,236997,52.024211,-0.698222,63.621787018449524
MK8,495984,238155,52.033516,-0.602186,123.36545077483099
MK8A,484016,237992,52.033991,-0.776656,65.1329971266323
MK9,487301,229685,51.958816,-0.73088,99.56693567864974
ML1,285891,643829,55.674506,-3.815998,123.17086494255034
ML10,267983,644307,55.674256,-4.100784,101.7316299021595
ML11,292497,637210,55.61657,-3.70842,156.99952921438256
ML12,298442,629626,55.549729,-3.611278,85.2147982418661
ML2,295599,627588,55.530819,-3.655551,125.4256832054067
ML3,271973,654789,55.769445,-4.042284,83.59737570352597
ML4,273443,660681,55.822737,-4.021609,80.62174043563441
ML5,272409,663907,55.851431,-4.039625,88.59320215993517
ML54E,274176,664008,55.852797,-4.011472,153.20838892454677
ML6,276402,668134,55.890424,-3.977811,166.94045194584282
ML7,286341,660885,55.827777,-3.815956,45.59977988027956
ML8,284160,650971,55.738226,-3.846531,76.58040468670335
ML9,276303,649483,55.722928,-3.97091,91.38567900425191
N0R,376136,443952,53.891207,-2.36459,53.70466954286069
N1,531359,186446,51.561607,-0.106349,113.1736648056052
N10,527326,190469,51.598691,-0.163041,113.65028290989734
N10J,530976,183832,51.538204,-0.112851,191.31134756957496
N11,529053,192281,51.614582,-0.137457,179.67883321531514
N12,526358,192200,51.614463,-0.176392,90.59154066664995
N13,522011,222903,51.891349,-0.228375,82.13573338061447
N14,531692,192161,51.61289,-0.099413,105.87704341935384
N15,532984,189116,51.585222,-0.081911,102.15903076867325
N16,533174,189987,51.593002,-0.078836,65.83414938256416
N17,530019,197384,51.660219,-0.12162,53.605514893615414
N18,534086,192297,51.613543,-0.064805,113.31903738202809
N18H,531936,183320,51.53338,-0.099209,149.08563526192003
N19,526857,195710,51.645891,-0.167915,50.50218824271613
N2,527226,189616,51.591045,-0.164786,40.62405687233167
N20,527942,197169,51.658756,-0.151701,73.3302297908993
N21,531216,199738,51.681087,-0.103433,92.89220765794704
N22,527106,189296,51.588197,-0.166643,92.9287149243127
N3,525317,190514,51.599547,-0.192017,85.9519668607927
N32,432808,565432,54.982422,-1.488905,165.10007303890612
N4,531501,187367,51.569856,-0.103951,100.10796838024494
N44Q,531776,188344,51.578565,-0.099634,72.81721336579643
N5,530168,186101,51.558791,-0.123652,89.15991638120478
N6,520260,191822,51.612401,-0.264553,78.85436267480641
N64,461960,340408,52.957495,-1.079111,150.0364648477808
N65D,529684,188016,51.576103,-0.129928,96.96770578511644
N7,530061,187498,51.571363,-0.124675,87.74694594671982
N8,530545,189389,51.588243,-0.116993,140.19317688993607
N89T,532004,189184,51.586061,-0.09603,135.9052211792358
N9,534549,198569,51.669796,-0.055706,90.50192215908424
N99Q,533968,193384,51.623339,-0.066096,101.52227049079954
NE1,423955,562410,54.955772,-1.627475,142.07287861607293
NE10,425775,554192,54.881836,-1.599791,126.73260931277801
NE11,423290,561995,54.952071,-1.637891,185.39019432769473
NE12,428227,569723,55.021262,-1.560052,54.82045462820281
NE13,422088,572025,55.042262,-1.655886,174.20743118177452
NE14,421512,563416,54.964919,-1.665556,82.35018267562165
NE15,418999,566000,54.988244,-1.704629,71.1389288851679
NE16,419261,542697,54.778833,-1.702087,93.44583455982755
NE17,413959,559666,54.931494,-1.783691,106.5849412371496
NE18,408344,572949,55.050977,-1.870945,151.20191918376045
NE19,395510,569344,55.018626,-2.07176,142.63597443799796
NE2,425358,566743,54.994643,-1.605184,46.51498318968349
NE20,412885,564985,54.97932,-1.800214,94.70152237012317
NE21,418359,562376,54.955701,-1.714856,109.83414272507758
NE22,420976,556796,54.905457,-1.674396,70.7108478190803
NE23,426954,576210,55.079624,-1.57935,108.25484138197443
NE24,431105,562710,54.958079,-1.515807,104.72548286399504
NE25,433614,559063,54.925142,-1.47705,118.54362382860108
NE26,428959,551718,54.859428,-1.550406,144.74913122777753
NE27,431055,572568,55.046665,-1.51552,88.2926681382919
NE28,431120,567151,54.997985,-1.515084,69.61326806797372
NE29,435190,569169,55.015848,-1.451228,114.63377552469723
NE3,424356,565623,54.984626,-1.620952,84.77030155592315
NE30,436167,569945,55.022745,-1.435848,73.22260670851742
NE31,431713,564469,54.973839,-1.506111,93.91579039716092
NE32,433317,563940,54.968982,-1.481114,80.30698188112721
NE33,437649,547988,54.825336,-1.415531,89.2958492415862
NE34,430828,565195,54.980422,-1.519858,134.3145337988678
NE35,435260,562873,54.959268,-1.450905,103.22603781806332
NE36,436282,561213,54.944274,-1.435147,47.4064642868167
NE37,427175,537920,54.73554,-1.579491,64.96057953451458
NE38,431318,547656,54.822788,-1.5141,111.13329352283783
NE39,417874,539880,54.753568,-1.723822,121.06100158327737
NE4,420057,562742,54.958924,-1.68832,142.2358761488691
NE40,415185,563874,54.969268,-1.764343,108.46205573643101
NE41,411964,564550,54.975434,-1.814634,151.38582254211093
NE42,409311,563588,54.966843,-1.856109,193.35159057743135
NE43,406307,561626,54.949255,-1.903072,86.46382912072244
NE44,401496,561552,54.948626,-1.978184,60.640036778135475
NE45,399069,563936,54.970049,-2.016072,87.54098533968964
NE46,393857,566168,54.990073,-2.097534,96.77595316915782
NE47,383511,552385,54.865977,-2.258426,100.02754017800832
NE48,387281,580908,55.1224,-2.200981,92.689945473641
NE49,398953,520101,54.576132,-2.017714,110.9482665295086
NE5,420143,566964,54.996867,-1.686686,132.25068287482816
NE6,427482,564757,54.976685,-1.572181,109.48400328893987
NE61,418353,572315,55.045016,-1.714315,130.56167757470834
NE62,427398,585506,55.163132,-1.571505,94.43696470043048
NE63,427731,587242,55.178714,-1.566114,72.83256498271261
NE64,430316,587802,55.183588,-1.525471,126.87139060585517
NE65,414610,603339,55.323911,-1.771305,115.20464976330263
NE66,419962,613506,55.415081,-1.686239,85.90035475809877
NE67,419737,627968,55.545026,-1.688778,158.8550611128951
NE68,421524,631756,55.578985,-1.660177,78.56875378931649
NE69,418352,635064,55.608837,-1.710268,169.06953104762016
NE7,426728,567405,55.00052,-1.583709,56.505482893652804
NE70,410876,634469,55.603721,-1.828945,63.45758512871333
NE71,396284,627264,55.539082,-2.060441,91.20985414149794
NE8,424878,547726,54.823776,-1.61432,117.09091604009292
NE88,424736,560848,54.941695,-1.615423,106.88506738664074
NE9,426568,560115,54.935019,-1.58689,142.15335507755916
NE98,425348,568136,55.007153,-1.605231,81.46599297774203
NG1,453258,341996,52.972701,-1.208374,79.38649733998301
NG10,447884,334691,52.90755,-1.289464,209.94272256217533
NG11,454283,328682,52.85293,-1.195327,62.63829377327769
NG12,463607,333567,52.895819,-1.055931,128.37070416856494
NG13,476531,337143,52.926276,-0.863015,146.2254368482256
NG14,465665,348152,53.026663,-1.022392,139.59602396922634
NG15,454861,345342,53.002618,-1.183927,76.56127294346398
NG16,447927,347699,53.024472,-1.286904,142.79131151244684
NG17,448937,357991,53.116882,-1.270281,89.13898290474343
NG18,453108,356185,53.100251,-1.208266,131.57071430254078
NG19,453381,363530,53.166245,-1.202968,275.64889750583063
NG2,457209,341570,52.96847,-1.149614,66.9763262184156
NG20,454148,364612,53.175889,-1.191312,132.29032323198427
NG21,459903,360152,53.135186,-1.106056,86.70480778783629
NG22,467548,363594,53.165211,-0.991073,92.57418989278204
NG23,483723,356971,53.103398,-0.750923,169.7560859059841
NG24,476647,359276,53.125181,-0.856043,77.2145513056488
NG25,474453,355045,53.087459,-0.889797,123.15249435836854
NG3,459096,340818,52.96151,-1.121656,89.5180772949973
NG31,492555,338216,52.933407,-0.624412,113.08095764605181
NG32,491258,339093,52.941505,-0.643461,179.66317095060765
NG33,494385,330934,52.867646,-0.599307,124.39869608334271
NG34,500746,352005,53.055841,-0.498295,60.597528537412096
NG4,463030,341580,52.96791,-1.062949,232.72781938486668
NG5,455200,344777,52.997508,-1.178969,106.05823036215385
NG6,453790,345727,53.006188,-1.199828,40.06538525399259
NG7,456050,337950,52.936052,-1.167494,124.39819670805197
NG8,450494,343179,52.983604,-1.249341,105.84152705112042
NG80,461672,345272,53.001246,-1.082473,66.87311986707022
NG9,451169,338605,52.942424,-1.240009,79.88105853407498
NG90,454344,336656,52.924595,-1.193096,79.59733806117539
NK40,505264,250576,52.143468,-0.463142,128.5770056000914
NN1,476404,260755,52.239712,-0.88248,103.6978927509399
NN10,495674,266875,52.29171,-0.598625,85.08857229577757
NN11,456356,259681,52.232467,-1.176219,73.94635259719121
NN12,468038,245855,52.106864,-1.007969,107.7022842446239
NN13,459020,237372,52.031641,-1.141084,98.57038576002546
NN14,486984,287688,52.480213,-0.720617,98.26188252073925
NN15,486749,282111,52.430128,-0.72552,97.0192677098823
NN16,486133,283823,52.445608,-0.73414,66.19341355275705
NN17,488879,290938,52.509119,-0.691852,100.47891252213368
NN18,487780,286216,52.466855,-0.709289,84.99476546622553
NN2,475761,263022,52.260178,-0.89139,119.60835882426821
NN27P,475464,263312,52.26282,-0.895686,112.47315589239611
NN29,491074,261869,52.247492,-0.66741,99.85265455832617
NN3,479420,262078,52.25118,-0.838022,80.66484773236294
NN4,477200,254118,52.179937,-0.872336,146.88741702093668
NN5,472410,262012,52.251553,-0.940702,168.7564946114746
NN51,489568,277896,52.391785,-0.685203,81.4337087436609
NN6,468637,270527,52.328572,-0.994229,110.13284604773597
NN7,473460,257212,52.208267,-0.926364,158.10726659498414
NN8,489169,268086,52.303684,-0.693656,95.98280896305634
NN9,496476,272020,52.337811,-0.585397,102.25988746082386
NP10,328043,187174,51.57882,-3.039823,75.30159340972004
NP11,324384,193665,51.636694,-3.094015,143.5448232600165
NP12,315242,231343,51.974076,-3.235309,83.59899521927343
NP13,321692,203125,51.721366,-3.13504,77.26093824871546
NP15,350220,224519,51.916975,-2.725175,106.5796174079223
NP16,355096,200636,51.702668,-2.651177,128.71625011201084
NP18,350207,218753,51.865128,-2.724529,81.27094135452752
NP19,334555,183854,51.549771,-2.945236,95.66437954948775
NP2,311444,207536,51.759486,-3.284488,97.64380132595183
NP20,330707,188222,51.588582,-3.001595,151.4905542188147
NP22,316924,206051,51.746982,-3.204746,218.79131706179118
NP23,329548,210832,51.791693,-3.022887,95.42435094008829
NP24,313930,202654,51.71599,-3.247269,138.74379330003873
NP25,353360,213707,51.820044,-2.67805,119.69109409326389
NP26,346727,189484,51.601669,-2.770573,149.26879546497736
NP3,318920,205200,51.73962,-3.175648,140.5978565396009
NP33,330280,197744,51.674123,-3.009661,87.47381563695018
NP4,334911,214794,51.827964,-2.945885,54.3431505707179
NP44,329482,196903,51.666463,-3.02102,95.13964320667802
NP47T,325776,203768,51.727698,-3.076068,76.47525454392691
NP48,325392,203632,51.726425,-3.081598,171.95079785275084
NP5,341056,206960,51.758213,-2.855405,86.97371900274375
NP6,347650,189718,51.603861,-2.757278,126.01814198614328
NP7,330168,215798,51.836415,-3.014904,137.7459389398578
NP8,319611,217761,51.852641,-3.168554,143.07339716660906
NP9,331845,188177,51.588312,-2.985166,46.8739995185976
NR1,603753,306820,52.620928,1.008661,85.85632597366632
NR10,613449,322970,52.762167,1.162127,225.55797019431353
NR11,621729,332775,52.846831,1.29128,75.25714879862643
NR12,632405,322953,52.754203,1.442536,83.81126801131856
NR13,626625,311300,52.652081,1.349035,74.10216877932046
NR14,625654,299078,52.542791,1.326378,65.88370636373865
NR15,621097,292977,52.489903,1.255239,83.90635773238009
NR16,609243,292322,52.488688,1.080511,104.0648404497826
NR17,592640,288375,52.459362,0.834016,110.42902291414724
NR18,610623,301457,52.570167,1.106583,66.41014168129513
NR19,598324,312897,52.677489,0.932218,208.27486137785124
NR2,621951,308431,52.62826,1.278132,58.28533236970088
NR20,600678,320397,52.743962,0.971569,78.82795239111586
NR21,591966,331123,52.843425,0.848957,62.95079844489428
NR22,592390,337273,52.898489,0.858879,185.81582617410828
NR23,591625,342998,52.950163,0.850894,94.79973019246023
NR24,601878,329857,52.828437,0.995143,72.49079846899846
NR25,607634,340029,52.917559,1.086931,87.7317181164144
NR26,615944,342870,52.939787,1.212218,68.8497641479403
NR27,621061,340893,52.919967,1.286881,61.361166007587045
NR28,629019,330407,52.822534,1.397666,149.28296729576363
NR29,645043,318732,52.710756,1.62627,84.24401335249573
NR3,616943,311682,52.659462,1.206384,95.00545616595623
NR30,643075,312449,52.655276,1.592565,39.03621131833299
NR31,644691,305391,52.591223,1.611196,96.09543774830442
NR32,650184,293721,52.484029,1.683331,273.34030310944627
NR33,649236,293040,52.478349,1.668893,66.56362127372269
NR34,627710,302084,52.568916,1.358701,87.51435940094898
NR35,628057,293517,52.491882,1.35793,93.26938943142353
NR4,621731,306747,52.613235,1.273754,61.85448453833751
